fffffb4380	0002546d5c
0049dbc826	005ecf764b
ffb45f1172	ff7db9e823
003ab90576	ff78665611
0038fa44d2	fffef5609d
ff94cba7d3	005f89acca
ff2530a6c4	005280e7d8
ff21a17180	ff62df1b9e
00845f68c6	004bf9bfa5
0041856e40	0099bb6e2a
004620910a	000f5e2dd9
ffb115f62c	005fc2524e
ffa9b45981	fff57e14dc
010174571f	0001526c57
00313b63fa	00657cec5e
ffdbdc307e	fffb3ebd0e
ff69de268c	00848f5400
ffc9d5e09c	00128da782
003ef8c903	fff4e6ebcc
ffad68c9f3	ff423cb931
00544fc577	008ebeb1f3
0094311641	fffb6c0af6
0082534992	feebd988ed
001031b144	ffadda7eac
001489e945	003e443fe1
0018e7ffa3	ff9cb59c8d
000a7387ca	000b865d94
ffd01687a1	00326c2a12
ff8ff567a4	00226541d1
ff8ab6376c	00a0015ccb
006fc18d58	ff6ca03505
ffd53b9ab1	0066072918
000468a887	00a7f060b5
ffd8d347fd	ff37f84973
002d8b8180	ffd080d6bb
ff269aba12	fef8812433
00197fd471	ffef7416a9
ff9a29dea1	002efb8cfd
ffa26f35ec	ff5bcbb2b6
ffecfc428e	007a00769e
00342e1ac8	009095f8f2
ffbf0e3533	002673c597
ff65ecfcad	003455defb
00436282e2	ff4687422f
ff721b8ee9	0023efee8b
ff6b7b4471	ffdd1cde68
00455c808c	ffeee89455
00b7e694dc	ffc4578ba5
ff60195d14	ffc4533de6
ffadb8f4d1	ff9092bb79
ffddff23ce	00620b4a62
001b113b76	004304695d
ffafa21f01	ffe4ca9e3d
0036c1c322	ffab3c2d75
0144af8ad0	00fc792032
001277ae57	0056e1f7f5
ff821732da	ffd67008ec
ff07752c2e	0054dfbf46
000dcd52f4	ff4098799b
000febd58f	00104b3295
008b567080	0065d3b433
0042ae57fd	0003205208
005ee666d2	ffce72f141
ffa66fb0d0	ff7eedffa0
003a96aedd	00016052b2
ff3dafba04	ff1ee9af12
ffacd516af	00a7b41a2f
000a8a4f37	0029bffabb
ffed3da089	ff19259de3
004d20cad2	ffc15bcee6
0015e59276	ffd36f7e46
ff1ff66d88	014af5aa27
007fc45e26	0066c5f084
ffebdb0c09	00567cfaca
fec59bd55d	002c3e6dc0
001d30c814	009ff93e9e
ff508542f1	ff540dfba0
ffe78c293f	ffa0b91051
ff6dede1c9	005b986f32
003b2ab820	fee6b03d73
ff0d240d59	fff50dcfd1
001e6cc693	ffe9f76b9f
ffcc5b1255	ffce816df3
ffd9622bab	ff75253c1a
ffcbd39d2d	ffe6ff2a17
ff75fb6f70	0006ce5d58
fffb8f3a93	ffdbea6227
007060a3e7	006afe08ad
0029c925ed	007ff0308e
fff61d2bda	005c4ee139
ff319790e3	ffd738f68e
009e5fb5f5	00884e205b
00bf0e286a	ffc663a605
0188bcd6bb	ff2408c388
ffa78c0507	feb1182f3f
fe9dea1f98	ffa98703ff
00cdf50f25	00024294ee
ffb0e2cb28	001a88c023
ff9c8dbc76	0025a97863
0022d16b35	0148036035
ffca19a84c	00e1a26ed7
ffc9b83808	ffc33db8e1
ffd8333d11	001a016d90
004b11a7b6	ffa324b566
ffb242b3a0	ffd55aaed1
00080e78be	ff8516c065
008230d297	ffdfee9793
ffbf7b2a58	007e74dc44
ff6e3731c6	ff8d66c494
ffe26bbec4	00379dd30d
ffc535970d	fefed6fcee
ff55804d31	0048aaae78
003260ee00	004d5f5cb0
01a7c2a41d	00bf25aad8
ff39ef1ffd	01144f7375
002e613b4c	01f2f8507c
fecd3260cb	ffe15272fe
ff41764e67	0061343c25
ff833af494	ff9c1b41fd
0148cf280b	ffbe2b0914
ffcc2352d6	ffc280e898
ff74896bf3	ff604edd56
003a089903	007337a64e
fff192a0e2	ffe128ea84
002b7d7a06	005a085c89
000c0ea44b	ff23c30d8a
fef7f5d982	00782a15c1
fff71772e0	00df8abf1e
ff0cf06437	ff5dfaefec
fed44e90cd	ffba7acdc9
000182560a	ff9ee44eac
ffde0a5de5	008883e970
0032eb4471	ffb5e191d0
0018816732	00d7fd2f9d
002856589c	ff0dc8e7b0
00a85387f2	005c5184c9
00382072a3	ff4157d858
008493f4fd	002dc44057
ff4de7a1bb	009d30e47b
ff21fbf943	00d503e70c
febb0a35e9	011e8fde2a
003d9afc46	005e121702
ffdb9987ae	ffa917626e
009f133871	ff3498695d
ff314d2ee6	fe813b2587
ff7d5e2e94	ffd96e529c
0029269fc1	ff6f3e1368
ff9bae01f9	ff4690af51
febd3424ab	00e1750cef
004112ffc1	006bd82fb9
ffa6d0cceb	ff8c18ff13
0078703832	fec91a918f
004f5a3325	ffccf6e73b
ffda7e1f9f	000e1426cd
fefd1e4532	0021e4ee95
ff615f9545	00666fdcc6
006eb9779a	008e9f0cbb
ffda3f6ec2	00b64a987c
ff6620b175	ffbdf6dc0a
00a1c1f1fb	ff5b29dded
ff845ac92b	ff7c830ced
ff7e6a2ffc	ffff2be4a0
fef3cc5031	ffc9923fa8
000f0f8329	fef876c7bc
ffab7a533f	01b7bc3bb2
00244c0dab	0067efcdb8
0064c76583	feec4a1ad0
ffa422373a	fe983e7fbb
0029ae4948	00c2d61259
001add8f3e	ff7ca26e87
00a777ffa5	ff6f199750
ff5c388ac2	ffd8601661
ff9746efc6	00eed31c1a
0083afe7c0	00c4eebfae
000f2766ea	ff0ca84bf7
00e92d5d23	00941d984f
0031d3402f	ff796e1218
fffc402a17	00baac2c0b
ff3c6e90ee	fe2afc5261
fefe63eb57	0060890edb
002d66c546	013a52c525
00a326e4bc	ff9a085ae4
003ef66279	ff526c55df
0089232ddb	006f8e2857
ff6aba12bf	001fc39e02
fff27eca97	014bdcc69b
0004023c9d	fecad01002
feee0423e0	fef76ba68f
ff3f02918a	010351f93a
fec6720ccc	ffc0a4679b
ff8880e4a8	ff8905de0d
00780089bc	ff9efb6729
0060c9d4b9	ffb0672c9f
ffd77e38d9	00170a9053
ffbe5c2064	ff1b4af235
fff4c61931	ff73004b30
011c8d9708	00aaee0669
004497727d	013c122c43
ffc3be9307	00014d8548
004c0996b4	020a28a688
ff2e351bbc	0023acbce4
ff83d1ba23	ff296f45cd
0140e6603b	ff41cf4fe7
fee92b8073	ff7802580d
0000b13167	ff568fa5a6
010a792316	fe5def8c43
ffd5198ab7	00733ca62a
fff247b09b	000d16805e
00bc42c4d0	00660ad701
ff9b45c6cb	feb7943b59
ff44b1788c	012347ab33
ffe2aac598	ff909010ec
ff8beb0843	ff976d9d16
ff9a281c39	0178ea3013
00c112af9c	ff68ac6fd3
ffac345c98	ff6cc06884
ff9f4d093c	006ed16566
003ecb9543	002cc0012e
ff8dc1f994	006639db21
004ac4b629	ffc9e4cb0e
ff7ecf4651	ff60c95b5e
ffbde322ee	006a3936a3
ffe2fb9d56	00c0650819
00c6bc0f24	fe146ade63
ffed09abb2	00ab981e30
0027355359	ffcc20f130
ff3a903367	00c166cbb1
ff5364a032	fe57dbd3c8
0007ec76d6	0058c9ef41
ff26bd4d25	ffcb25b91a
ffd18210f7	ffce3f09a1
0072ed2783	ffbd8eccca
ff3161e9f8	ff963be557
0024173126	002b577e0c
ff704d3ae2	002fc34660
0019b2b95c	fff4dc79fe
ffb7433e31	00e634e596
fff19c68b0	008fdf705e
00031e5bbc	fffb5054c8
ff6f6959b4	0063d027b6
fff857efbf	004985f3a8
0099081440	00793cf21c
ffc71842a8	009600eaf8
ffd63e94b0	ff638d48c3
ffa958b13f	01131e6470
00c1609b4d	0114ab39b7
ffef142e5b	0031e97f9d
ffc5a35fc7	ffe8ed004d
ffd8d6c8c9	00b5160329
ffc56d2682	fec94b30b5
ff584b51a7	ff70e16ebe
003ad3200e	ffbb2bc72d
ff91acc3e9	ffe8970be4
ff654a38e9	0007b4d351
0024c9c6ed	ff95977d1d
00a1a7108b	006be64288
0030a43e96	00d295bea5
000f54dd1f	001ce7efb6
004b290f5f	00454d521c
001f047dc3	00902670af
ff772ad7d3	013137ba7b
0012f16432	002a559526
ffe39a7451	01604e3939
ffd052232d	ff423d02bb
004f98de5a	00b59a7427
0013de7eb5	feeb9bf252
fecf28bafb	000355f7e3
fff5f2a40e	ffa939714e
ffd0ea6ca7	ff47eea6c3
ff81cd475d	ff435a0040
0037d7c3f3	ffcd35eb03
ffa115a958	00a9c9c1d0
ff94b4604d	00322f1883
ffd0f0e5a0	ffa7084921
ffcd8ee342	ff82210f38
ffa964edad	00090701ac
ff70c3c4e6	ff7eec7c8b
00659b9dc2	ff0ea7f523
003ffcb9a8	ffcec6c194
000f04e238	ff6a68c755
00ab2009f3	008c6dfe23
00019c6fc5	fe9b1f599b
ffd4fe1a46	006394c8aa
0027d38cbd	009efc39d6
ffed6b77df	ff919e9c6f
00490c7ddf	ff57544bbf
00840a7fda	003345dd6d
ffb5810f04	ffbda701c1
fffc85e902	fe55c16cf7
ffbcd87e5e	01169eb959
ffdd53a6dd	ff83e9c969
003eabab88	ffdefff539
ffaf1c02ac	ff049e9923
ffa7c3f8ee	ffd07023ad
ffa4137ef8	0113d01338
fff97ad051	fff07e9b6a
fffb5f27b3	fff7173713
ffc24e022e	00301c1b4e
ffa9177e76	004552dd3e
ffabe70683	0015a4264f
ffae180129	00652b06f2
ffe0dad373	ffcacc930a
00288e5cfa	0060e1c281
002d06f17a	ff4008ca6e
0047906e5b	ff9a9ea236
0046c1344f	007869c289
ffdc6895bd	ffc5ecab65
ffc4bff1da	01165f22d8
fff27f6fe0	00e3562f38
ffe2b3d9b0	ff4c15e867
ffdde988a6	fed4fdc51f
fff95e9eed	003ef86d4f
ffdd357948	ff4711069a
ffc88ca2bd	ffe8b44cfa
00127e706f	ff9e2ebfdb
ffddc37cb1	010df7aae7
ffeddad07c	0092f8b0c0
0053e71d2d	00edfd6875
004738e9e3	00f7241f11
ffea327885	ff5f2f37d5
0023c4a257	00230e406a
ffb707a367	00cdbd648b
ffd4acf01d	009c467bbf
002c951e8a	00d4a806ad
ffa555aa3c	ffd0f00817
000dc777a2	ffa6bc709e
00101f8b94	fed89344e7
0020f50ea0	fff806693c
005171efee	fff8003d56
ffe654dc03	00e1e6ec11
ffe2cebf8f	fe8676732d
ffd6e34464	feaeeeef9a
000ef634fc	008ed118e0
00219bafaa	ff60c57d19
ffefaf9fb3	fe3387b5b6
000b122090	007cc85691
ffb4e4d6b1	ffff2db496
fffe56920b	016773f89f
000461d7ad	0011dd0258
ffe46d841f	ffa78bf4d8
001893601b	01937d65d0
ffea7063eb	ff52d11823
0003b47763	01765fb044
00043951d8	ffd9a5f801
ffff8c6e89	ffec9bc75f
000085328e	ffa95a074f
ffff2abef5	ff099db083
0002803d25	ffa5978787
ffff75d638	ffe7a0f0e5
000108ecc1	00dc9480e8
fffea35d03	ff9830e7ad
000085b400	fe926da7ca
0000432800	ff9fb20e8f
ffffdac400	ffdd6b6104
0000000000	ff4b782e76
0000000000	0046cb47c6
0000000000	ffd0824a11
0000000000	0157e91040
0000000000	ff078294c0
0000000000	008edbf52d
0000000000	ff4d90732f
0000000000	ffa65d1ad4
0000000000	01b680d6d9
0000000000	ff97e27e75
0000000000	004563aa7f
0000000000	0127d31f25
0000000000	ff865f28d6
0000000000	feefd875fb
0000000000	0047a0e7db
0000000000	006bcd6075
0000000000	ffd2d0dbc9
0000000000	006922d026
0000000000	ff885cbe42
0000000000	00b34b0347
0000000000	ff2c2a2b72
0000000000	00bc6130d4
0000000000	ffecd4421b
0000000000	00835c15c6
0000000000	ffca7b2a1c
0000000000	feef660869
0000000000	ffb6b038c7
0000000000	00a8d385af
0000000000	010ec674d8
0000000000	fff429f8f8
0000000000	00f80a243e
0000000000	0003fc7eba
0000000000	ff36186bb5
0000000000	ffd4ffa746
0000000000	0017b7d033
0000000000	0000e34bca
0000000000	000ef853ee
0000000000	002146d19b
0000000000	ffffc93641
0000000000	0158707e27
0000000000	ff527fb3cb
0000000000	ffe95b2fbc
0000000000	ff7ed9f4f3
0000000000	01649828a2
0000000000	ffd6e89455
0000000000	ff03d87aa0
0000000000	0134069cc5
0000000000	00e46c36aa
0000000000	0003e42c38
0000000000	ff64b3d931
0000000000	ff85c83275
0000000000	ff44cdd6b2
0000000000	fec5bbaf51
0000000000	fee281e219
0000000000	0080f887c4
0000000000	002a57bf54
0000000000	ff4f4798d0
0000000000	ff3b47ae76
0000000000	ff9c4d4750
0000000000	0088190751
0000000000	ff5a4bd373
0000000000	006dadeede
0000000000	00c1694505
0000000000	002faa37c3
0000000000	fec988b4f5
0000000000	ffd2c3f15c
0000000000	ff19382a56
0000000000	fe77df3657
0000000000	00512a059c
0000000000	ffa52e2319
0000000000	ffbb929599
0000000000	005f7fe528
0000000000	ff8904c7ba
0000000000	008342228e
0000000000	ffb0b89360
0000000000	ffda690417
0000000000	ffa0e7db84
0000000000	fee2cecfac
0000000000	00749d62ec
0000000000	ffa1a60ca2
0000000000	ff7dca70ad
0000000000	00fbdf6cdf
0000000000	fe46882223
0000000000	fef0e5f0cb
0000000000	ff825519a3
0000000000	ffa7ebb0dc
0000000000	001bbdfe72
0000000000	004dbe8dbd
0000000000	008e07f0a1
0000000000	ffd2a2bd87
0000000000	005b5f2f27
0000000000	ff95b0817b
0000000000	003966b8b8
0000000000	00267c066f
0000000000	0077cbd68b
0000000000	0085146718
0000000000	002b701dbb
0000000000	012e71cf94
0000000000	014d295683
0000000000	fec691da7f
0000000000	00370ce816
0000000000	ff5092ae38
0000000000	ffd39f3aec
0000000000	0024090029
0000000000	ffe87bd2ec
0000000000	ff219a0e7f
0000000000	000a66168b
0000000000	0026b51193
0000000000	000b1c831b
0000000000	fffaba1dcb
0000000000	00ae88b836
0000000000	ff2569acd6
0000000000	0102e532a9
0000000000	0100131783
0000000000	00785b8c0a
0000000000	0012ab7ddd
0000000000	00d8aa2e15
0000000000	0067dd484e
0000000000	ffdb7f4191
0000000000	ffba8a6bc9
0000000000	01ff83ab4a
0000000000	014a657def
0000000000	ffaacc10bd
0000000000	fe78c0a381
0000000000	ffef411897
0000000000	ff192bba07
0000000000	ff025d271c
0000000000	fed1777a76
0000000000	01322d1056
0000000000	0083084807
0000000000	0035b7c2d0
0000000000	00dde9bd43
0000000000	00b4f7c7c5
0000000000	00b40b00d7
0000000000	feac069019
0000000000	0048994901
0000000000	00c5b8259d
0000000000	ffa1e5f78e
0000000000	004750117a
0000000000	013bfb3482
0000000000	ffaf25a62c
0000000000	00cc8197ef
0000000000	ff875a8788
0000000000	ff0b8f4d4b
0000000000	003999ff1e
0000000000	ff38220843
0000000000	0044b97b8d
0000000000	00dd1daf87
0000000000	ffbc801967
0000000000	ff32549510
0000000000	ffd2b09569
0000000000	0198d5b412
0000000000	febf0cd93d
0000000000	0029f96085
0000000000	001e4990b7
0000000000	012dc75774
0000000000	ff9f978baf
0000000000	0057f5d87b
0000000000	ff686d4928
0000000000	fe848d25ff
0000000000	004fccd740
0000000000	ff4d0a2a37
0000000000	00e6136597
0000000000	0082acefd5
0000000000	002f5976de
0000000000	00117797aa
0000000000	ff328e5da0
0000000000	003dac9892
0000000000	015b1683a2
0000000000	ff8b502b08
0000000000	00f75cb2f2
0000000000	ff110adb60
0000000000	009172c6ca
0000000000	002fc7593c
0000000000	ffdda5bf08
0000000000	010640d2c3
0000000000	ff1712b9a0
0000000000	ffec8e28f6
0000000000	0054cac008
0000000000	ff7b2d07d7
0000000000	0086aa5c1c
0000000000	ff3719782b
0000000000	00a3fe0950
0000000000	fec77b4596
0000000000	fffa2a8d0f
0000000000	0063e45c2b
0000000000	ffd8c725ce
0000000000	ff9184456f
0000000000	018f2fc9b5
0000000000	ffb636955e
0000000000	0068b6a6d6
0000000000	fe9ed59d75
0000000000	ffc451eb3f
0000000000	010852d5f3
0000000000	ff92a4eadd
0000000000	00b4095dc9
0000000000	ff88342ad8
0000000000	ffbe4d0d19
0000000000	ffd7d336c5
0000000000	fef22415ea
0000000000	ff918a6cc3
0000000000	feb68e8178
0000000000	004c85ce15
0000000000	ff960e5195
0000000000	fe62be5ab2
0000000000	00451b0e25
0000000000	ff3feb60be
0000000000	00a71ede7b
0000000000	fffbcc4ae6
0000000000	fef590a9e7
0000000000	ff75027a90
0000000000	007c8f5ce1
0000000000	fe405a11f5
0000000000	ff6ea7ce29
0000000000	ff32b2f8a2
0000000000	006f8b573d
0000000000	0060c091c8
0000000000	ff22c60be4
0000000000	ff87de90c9
0000000000	fff33aab8d
0000000000	ffe6da191a
0000000000	0080f7ac2a
0000000000	ff8091850a
0000000000	fff97976d6
0000000000	ffec99dc88
0000000000	ff38973c73
0000000000	fed4bb7cbc
0000000000	00aad0682d
0000000000	00d210fc67
0000000000	ffdbfdb323
0000000000	01248726de
0000000000	fff4abdd45
0000000000	002973091d
0000000000	001ad9623e
0000000000	ff7ed551f2
0000000000	ff6ff20a60
0000000000	ff2bf9daa6
0000000000	00321ff501
0000000000	013f3d1f9f
0000000000	fff1de3e37
0000000000	004a56e63c
0000000000	0044fe6816
0000000000	001bb79de2
0000000000	009a49eba1
0000000000	ffb42daeeb
0000000000	0145f1becc
0000000000	02262f9228
0000000000	ff3dbe9dcc
0000000000	ff1ef8baff
0000000000	00d9d38dd6
0000000000	009a7cb0bf
0000000000	ff8ef1a3f9
0000000000	004a8f38a0
0000000000	00cb52cb50
0000000000	ffcc05dfce
0000000000	016b53a025
0000000000	ff93b37d56
0000000000	ff2e0ebc14
0000000000	ffec8f61ff
0000000000	ff8f30396c
0000000000	0039dd3c93
0000000000	ffdaf219e9
0000000000	ffd8e7942d
0000000000	00a2d1671e
0000000000	0075de8974
0000000000	004f1c6452
0000000000	ff273fc4d5
0000000000	00aa60f424
0000000000	00ad62279e
0000000000	ff96d0d47c
0000000000	0074f6e510
0000000000	0070448973
0000000000	ffabe34604
0000000000	fe40384b2d
0000000000	ffce639337
0000000000	003c6d847c
0000000000	ff0d6baa17
0000000000	0038d40381
0000000000	fefb3842bd
0000000000	005c1041b5
0000000000	fe8df1aa88
0000000000	002e51f05b
0000000000	ff88a5ad5d
0000000000	feda2f2836
0000000000	ff64b3c096
0000000000	00062679de
0000000000	00bce6077d
0000000000	01335f0ed1
0000000000	009e09a772
0000000000	00a5d8cf8e
0000000000	00fc3a0afe
0000000000	feb09ab839
0000000000	00362f5ab4
0000000000	ff1cb8b3ab
0000000000	ff76e5df40
0000000000	005990c1d3
0000000000	ff63ad1ac1
0000000000	007cc68618
0000000000	ffd8fa7351
0000000000	0036ffbbf3
0000000000	fff8dde8bd
0000000000	fdfdcfbd15
0000000000	ff3346cd81
0000000000	0085c03d51
0000000000	004684915e
0000000000	003acf99f8
0000000000	001697d30e
0000000000	026deb960a
0000000000	fff33dcc64
0000000000	ff2bf93b0c
0000000000	ffd52631ff
0000000000	00bb825e36
0000000000	ffb30b852a
0000000000	ff51440f8e
0000000000	011979c197
0000000000	0001f13ba8
0000000000	fffe0dc661
0000000000	004bc74d07
0000000000	ff4155eb7e
0000000000	00b0171cac
0000000000	008c579636
0000000000	004d5c0652
0000000000	000ee06e5a
0000000000	ff65362b15
0000000000	00e00af48a
0000000000	007b497120
0000000000	00714a390b
0000000000	fe853b2cf8
0000000000	00c4bbf90a
0000000000	00c3c7bca7
0000000000	001209e232
0000000000	00c0490d00
0000000000	ff78b590e8
0000000000	ffa6347329
0000000000	003abbc8a3
0000000000	fffc131c0c
0000000000	000f5d1ba1
0000000000	ffbd5cc760
0000000000	fe588c2bc4
0000000000	00c04b057c
0000000000	ffbb56980d
0000000000	ff7711a660
0000000000	00a3723540
0000000000	ff102f324c
0000000000	fecd88d794
0000000000	ffecf04d76
0000000000	00d1d2d89d
0000000000	01092bf782
0000000000	ff011a31dd
0000000000	00dfab1e73
0000000000	ffc6367fb5
0000000000	0038fa446c
0000000000	ff40f6962a
0000000000	ffa2c9492d
0000000000	0066ea6167
0000000000	00923f770d
0000000000	ff30991dcd
0000000000	ffef0df0ce
0000000000	ff842163f2
0000000000	ff135ee1fd
0000000000	ffa2d2eaf1
0000000000	ff9128120f
0000000000	019332cbb1
0000000000	006e580200
0000000000	006ba0206c
0000000000	ffe04eca23
0000000000	005452577d
0000000000	0015989d8c
0000000000	002401a117
0000000000	0097f1d0b5
0000000000	ff72726a6f
0000000000	0062c755f0
0000000000	0111cee663
0000000000	fef3f6d064
0000000000	0192576102
0000000000	002ad061c1
0000000000	ffe4d119a1
0000000000	00063896f3
0000000000	ff5cc23f73
0000000000	00f85bc2c0
0000000000	000654d426
0000000000	00bdd6f3c1
0000000000	0060c69485
0000000000	004ecbfb1c
0000000000	ffe2e6eba6
0000000000	fed5c581c0
0000000000	017cb7a66b
0000000000	002f88326f
0000000000	ff62d255a2
0000000000	009ca66193
0000000000	011e2c2b6c
0000000000	00e3b5b4b3
0000000000	feb2fd2cf1
0000000000	ff70f034ba
0000000000	0023c3d7f5
0000000000	00868fb35c
0000000000	ff7ef71ceb
0000000000	00a9b5ed3e
0000000000	0090463004
0000000000	ffe3b0c889
0000000000	fe6d0bf317
0000000000	00ee6bddf2
0000000000	fee390c0d9
0000000000	ff0ebb0170
0000000000	ffb11a5db7
0000000000	ffba5d1189
0000000000	ff1e7a87b0
0000000000	00262ac2f0
0000000000	ff080e9d58
0000000000	fe75aece8e
0000000000	fff2cdde24
0000000000	ffe1d3abf9
0000000000	0050bc0801
0000000000	007b110d3b
0000000000	00410388ce
0000000000	0087801995
0000000000	ffb65f079c
0000000000	00ebdb4b47
0000000000	ffdb6ffbd1
0000000000	ff187d0efd
0000000000	fe45f5c112
0000000000	ff58f5c1d0
0000000000	00b81e57bf
0000000000	fed5132163
0000000000	003bcb4b4a
0000000000	ff5c92aa1a
0000000000	00193a9ae9
0000000000	ff344dccbd
0000000000	ff6aea3c0d
0000000000	01bb891e68
0000000000	febd9c632b
0000000000	feed0cb646
0000000000	007bea38e1
0000000000	ffba0dbe9b
0000000000	ffe08b9b28
0000000000	ff6dc6065c
0000000000	ffff7965b0
0000000000	01126909b9
0000000000	0087bb0aef
0000000000	00ac04be42
0000000000	ff45d370f8
0000000000	00570579ae
0000000000	ff17abe9b5
0000000000	00cd080f74
0000000000	00ec942f54
0000000000	ff0af59fb2
0000000000	004a8747e7
0000000000	00b856c93a
0000000000	0145c7f776
0000000000	ff544a5120
0000000000	ff42969053
0000000000	00aa3eb2f4
0000000000	ff80adbb79
0000000000	0000d1285b
0000000000	0085ead3c9
0000000000	0117d6f5f3
0000000000	00297d5db3
0000000000	fe9fb248a7
0000000000	004058c5ac
0000000000	00ecd3334c
0000000000	0057151436
0000000000	003c2800e6
0000000000	ffc6398a64
0000000000	0111fc3cdb
0000000000	ff8c01a886
0000000000	ff1835b329
0000000000	ff65383ee2
0000000000	feecbe9e6a
0000000000	005082c47d
0000000000	006829c43f
0000000000	ff9016674e
0000000000	ffe8d01bc7
0000000000	016a9df184
0000000000	00590fe23b
0000000000	001ef69503
0000000000	0000ae6174
0000000000	001b2e50e1
0000000000	ff7047c2b5
0000000000	00318e0423
0000000000	008075493f
0000000000	ffa0238d45
0000000000	011dd22f6a
0000000000	fe9b1427e6
0000000000	ffcbed74f2
0000000000	005e2bdf93
0000000000	ff3bcc8f26
0000000000	00248bbb58
0000000000	ffa794c3ee
0000000000	00d4c70ec5
0000000000	0069636234
0000000000	ff8786071d
0000000000	00e5cb1b58
0000000000	0034ed3c18
0000000000	00b7798bbb
0000000000	00c33bd3d0
0000000000	ff68b64872
0000000000	00d33f2b5c
0000000000	fee8fd6a97
0000000000	ffc4d0f2e0
0000000000	004a54c311
0000000000	ffe48d7133
0000000000	01e6ce3b81
0000000000	ff5be4b571
0000000000	fe633daa08
0000000000	01b09945cb
0000000000	00314b4c7d
0000000000	0024c553e5
0000000000	fe97febf3b
0000000000	0163b3aba0
0000000000	001204deb5
0000000000	fff65caa0d
0000000000	008487a38c
0000000000	0005a8cac3
0000000000	001966af84
0000000000	00a07a19bc
0000000000	010852b0eb
0000000000	01ddbad4b3
0000000000	fed8a1fa8b
0000000000	fffbc36b45
0000000000	00aa708073
0000000000	00c8866a3a
0000000000	ffb6daefaf
0000000000	008e8fa9d3
0000000000	ffa1ea7f93
0000000000	ff8dff81fa
0000000000	ff5546f401
0000000000	00814a8b83
0000000000	fff5e464cc
0000000000	fee91bd7ab
0000000000	00369f839b
0000000000	017ac700e0
0000000000	ff414e31f1
0000000000	ff64a30f57
0000000000	ffd1c5054d
0000000000	ffa14b2e9f
0000000000	ffa1d31ce4
0000000000	0058843947
0000000000	00fc8868ce
0000000000	00857fc855
0000000000	ff9f4cf33e
0000000000	ffdf45562a
0000000000	00ade105d4
0000000000	002cb5b21b
0000000000	ff08dc967c
0000000000	fed84df656
fffff86750	00059ac5ea
00000465e5	005e189be0
0001e364b3	ff77576146
fff7266598	ff0fbd1b42
000ccbfc5f	ff92aa5a71
fff526bd34	0010c79945
00027b901a	ffd31633a4
00149284e4	fed07095cf
fff39e73cc	01a03275e0
000902b114	ffc7fcff8a
00055bee6b	fef9f58167
ffdceb3bf3	00ec9b0158
00010dda0d	ff19dc02d7
0002da56a2	00bdf060f3
000ecc2522	fe59c1a357
ffe72e7f7d	0055f83483
fff0d98e0d	fec273a8d1
00190d4725	006326f160
0027060f58	feee10eda6
fff256ee48	feffe10593
0020f51073	004d465ae5
ffe55553c8	ff6b355001
fff7802ec9	feab6747e9
fff337f240	01bf69cf1d
fff7b63df7	002e77422a
ffd008d4de	013add784d
fff2d7c4fd	001f99b55b
0027baf6a4	016c772ce0
ffeca375d6	00907d9e2b
ffd32c79c0	fecb9612e0
00381f5805	002cbaf734
001a5d13fd	ff2366dc80
003a9f01fd	ffa7099620
fff74ed9cf	ff775b7419
ffff90ffcc	ff2d421625
fff49d4431	01ef135d6b
007a6f32fc	ff56f0c4bd
ffa8830dfa	ffbb193782
ffa1979a80	00813f6e86
ffe8de5c5a	fffb26026a
ff9c3fb694	00085efb9b
00151ccb62	ffc052a40f
ff86b93cd9	0106f6e4d5
ffda20b049	ffebd7bb8a
00417edeb2	ffeff8d2d4
0021e913e2	feea641a95
00c67217c8	00c86dae45
fff96c5690	ff6237b3cc
003f9e6f39	0015fa0ede
004df428a5	0017b304af
ffc56b368a	ff3429db50
ff8a1bf9fd	007bb8ad54
ff4579462f	006b756639
00413c612c	00d85bc083
ffe2a11c8a	ff6d345849
ffd87c67bc	ff96c5da3d
001de94734	feb2cde4a8
002b84eccd	0175da596d
002548cf64	ff3df70c96
0046fdecb2	fe7361b6bb
0009f52008	ff80c689ca
ffc34c832c	ffab15197d
009225a3a8	fff14bbbdb
ff8e464a98	000129288b
0005164689	0050727776
ffff0f31c1	ff614d317b
ffdae06866	005ef941cd
00404bc626	00654b248c
ffa69b4705	00858916a4
fefa66d848	0106eea0f5
fffe924f02	ff57ffe4bc
ffefd029c1	ff3cb78689
00715d3450	ffdd450c16
00314a4731	018a5ba9a0
002ca44481	ff11477281
00e116c4cf	fff18a0e79
005ea3bb9c	0057dc874b
ff97572d67	ff8936bc13
ffce705e9c	ff4a0c1b7e
ff883b03e7	00872d0f68
ffa9c1b427	fe9c11a7d0
ff6754058e	0019f9ec9c
ffee50f90c	016dd5c55f
ffd2993633	00492cf782
005c77f273	012f668652
0070fc4b77	0006b20527
ffab562b1e	0023f2b2c4
ff8da1fed4	004f87608b
fff5f16ca9	00c71173a8
ff5aed9b2e	ff9e11ad48
000b039c08	0081d01ecb
001dd77303	ffd02305ab
00b4337500	ff862daf91
008ac96944	ffa1f0f03e
ffccf2545d	001a538ade
ff8695e394	00a35492ad
00220c7d4e	008c03c9d2
004ac6bac9	ff5a3e11df
ff87772fb5	ff8912dbba
ffb5ce30a0	00f14fab02
004fc458ec	010565cc0b
ffa22d3962	ffbdff52ab
009bcf1de1	005deb26a0
ff7b199fec	00725eef80
ffa2f4e4e6	00a68f1f36
00527a6330	ff36ca8eb9
